四川电信,#genre#
谍战剧场,http://125.70.223.192:4022/udp/239.93.0.95:5140
宝宝动画,http://125.70.223.192:4022/udp/239.93.0.147:5140
少儿动画,http://125.70.223.192:4022/udp/239.93.0.193:9000
青春动漫,http://125.70.223.192:4022/udp/239.93.0.146:5140
热门综艺,http://125.70.223.192:4022/udp/239.93.0.151:5140
音乐现场,http://125.70.223.192:4022/udp/239.93.0.198:9044
戏曲精选,http://125.70.223.192:4022/udp/239.93.0.144:5140
汽摩,http://125.70.223.192:4022/udp/239.93.0.62:5140
电竞天堂,http://125.70.223.192:4022/udp/239.93.1.135:5140
蓉城先锋,http://125.70.223.192:4022/udp/239.93.0.91:2101
星空精选,http://125.70.223.192:4022/udp/239.93.1.171:5140
东方财经,http://125.70.223.192:4022/udp/239.93.1.165:5140
CGTN西班牙语,http://125.70.223.192:4022/udp/239.93.42.49:5140
CGTN法语,http://125.70.223.192:4022/udp/239.93.42.50:5140
爱怀旧,http://125.70.223.192:4022/udp/239.93.42.21:5140
爱喜剧,http://125.70.223.192:4022/udp/239.93.42.9:5140
爱奇谈,http://125.70.223.192:4022/udp/239.93.42.22:5140
爱科幻,http://125.70.223.192:4022/udp/239.93.42.10:5140
爱院线,http://125.70.223.192:4022/udp/239.93.42.11:5140
都市剧场,http://125.70.223.192:4022/udp/239.93.42.30:5140
爱谍战,http://125.70.223.192:4022/udp/239.93.42.14:5140
爱经典,http://125.70.223.192:4022/udp/239.93.42.13:5140
爱悬疑,http://125.70.223.192:4022/udp/239.93.42.12:5140
爱青春,http://125.70.223.192:4022/udp/239.93.42.16:5140
少儿天地,http://125.70.223.192:4022/udp/239.93.42.34:5140
爱幼教,http://125.70.223.192:4022/udp/239.93.42.17:5140
爱玩具,http://125.70.223.192:4022/udp/239.93.42.18:5140
爱动漫,http://125.70.223.192:4022/udp/239.93.42.23:5140
求索频道,http://125.70.223.192:4022/udp/239.93.42.24:5140
爱电竞,http://125.70.223.192:4022/udp/239.93.42.19:5140
绚影4K,http://125.70.223.192:4022/udp/239.93.42.33:5140
天元围棋,http://125.70.223.192:4022/udp/239.93.42.55:5140
热血剧场,http://125.70.223.192:4022/udp/239.93.1.198:5140
乐龄学堂,http://125.70.223.192:4022/udp/239.93.1.179:5140
亲子趣学4K,http://125.70.223.192:4022/udp/239.93.1.191:5140
津津悦读4K,http://125.70.223.192:4022/udp/239.93.1.197:5140
动画番剧,http://125.70.223.192:4022/udp/239.93.1.177:5140
中录动漫4K,http://125.70.223.192:4022/udp/239.93.1.188:5140
熊猫24小时,http://125.70.223.192:4022/udp/239.93.1.178:5140
综艺咖秀,http://125.70.223.192:4022/udp/239.93.1.175:5140
红色经典,http://125.70.223.192:4022/udp/239.93.1.176:5140
4K超高清电影,http://125.70.223.192:4022/udp/239.93.1.156:5140
4K乐享超清,http://125.70.223.192:4022/udp/239.93.0.43:5140
i成都,http://125.70.223.192:4022/udp/239.93.1.104:1234
直播室2,http://125.70.223.192:4022/udp/239.93.1.181:5140
直播室3,http://125.70.223.192:4022/udp/239.93.1.182:5140
直播室4,http://125.70.223.192:4022/udp/239.93.1.183:5140
直播室5,http://125.70.223.192:4022/udp/239.93.1.184:5140
直播室6,http://125.70.223.192:4022/udp/239.93.1.185:5140
直播室7,http://125.70.223.192:4022/udp/239.93.1.186:5140
直播室8,http://125.70.223.192:4022/udp/239.93.1.187:5140
红原日干乔,http://125.70.223.192:4022/udp/239.93.0.178:5140
红原月亮湾,http://125.70.223.192:4022/udp/239.93.0.209:5140
雅克音乐节直播,http://125.70.223.192:4022/udp/239.93.42.69:5140
云演艺宣传,http://125.70.223.192:4022/udp/239.93.42.60:5140
创新及人才文化节,http://125.70.223.192:4022/udp/239.93.42.59:5140

