重庆电信,#genre#
武汉六台外语,http://111.170.80.78:9999/udp/239.69.1.36:9856
武汉教育,http://111.170.80.78:9999/udp/239.69.1.60:9994
蔡甸综合,http://111.170.80.78:9999/udp/239.69.1.245:11112
阳新综合,http://111.170.80.78:9999/udp/239.69.1.34:9844
房县综合,http://111.170.80.78:9999/udp/239.69.1.192:10794
卡酷少儿,http://111.170.80.78:9999/udp/239.69.1.193:10800
梨园频道,http://111.170.80.78:9999/udp/239.69.1.33:9838
武术世界,http://111.170.80.78:9999/udp/239.69.1.47:9922
金鹰卡通,http://111.170.80.78:9999/udp/239.69.1.248:11130
金鹰纪实,http://111.170.80.78:9999/udp/239.69.1.109:10292
CETV-1,http://111.170.80.78:9999/udp/239.69.1.110:10298
CCTV-5+,http://111.170.80.78:9999/udp/239.69.1.12:9712
河北卫视,http://111.170.80.78:9999/udp/239.69.1.157:10578
东方卫视,http://111.170.80.78:9999/udp/239.69.1.173:10674
江苏卫视,http://111.170.80.78:9999/udp/239.69.1.174:10680
CCTV-16,http://111.170.80.78:9999/udp/239.69.1.13:9718


河北联通,#genre#
河北卫视,http://120.4.2.214:4000/udp/239.253.92.154:6011
河北经济生活,http://120.4.2.214:4000/udp/239.253.92.171:6001
河北都市,http://120.4.2.214:4000/udp/239.253.92.172:6002
河北影视剧,http://120.4.2.214:4000/udp/239.253.92.173:6003
河北少儿科教,http://120.4.2.214:4000/udp/239.253.92.174:6004
河北公共,http://120.4.2.214:4000/udp/239.253.92.175:6005
河北农民,http://120.4.2.214:4000/udp/239.253.92.176:6006
CCTV-1,http://120.4.2.214:4000/udp/239.253.92.83:8012
CCTV-2,http://120.4.2.214:4000/udp/239.253.92.190:6065
CCTV-3,http://120.4.2.214:4000/udp/239.253.92.191:6057
CCTV-4,http://120.4.2.214:4000/udp/239.253.92.251:6141
CCTV-5,http://120.4.2.214:4000/udp/239.253.92.181:6046
CCTV-6,http://120.4.2.214:4000/udp/239.253.92.193:6058
CCTV-7,http://120.4.2.214:4000/udp/239.253.92.194:6059
CCTV-8,http://120.4.2.214:4000/udp/239.253.92.195:6060
CCTV-9,http://120.4.2.214:4000/udp/239.253.92.107:6020
CCTV-10,http://120.4.2.214:4000/udp/239.253.92.196:6061
CCTV-11,http://120.4.2.214:4000/udp/239.253.93.153:6321
CCTV-12,http://120.4.2.214:4000/udp/239.253.92.197:6062
CCTV-13,http://120.4.2.214:4000/udp/239.253.92.13:8008
CCTV-14,http://120.4.2.214:4000/udp/239.253.92.198:6063
CCTV-15,http://120.4.2.214:4000/udp/239.253.93.154:6322
CCTV-17,http://120.4.2.214:4000/udp/239.253.93.150:6318
CCTV-5+,http://120.4.2.214:4000/udp/239.253.92.82:8013
CGTN国际,http://120.4.2.214:4000/udp/239.253.92.15:8011
睛彩河北,http://120.4.2.214:4000/udp/239.253.92.104:6221
石家庄综合,http://120.4.2.214:4000/udp/239.253.92.149:6035
石家庄娱乐,http://120.4.2.214:4000/udp/239.253.92.93:8120
石家庄生活,http://120.4.2.214:4000/udp/239.253.92.94:8121
石家庄都市,http://120.4.2.214:4000/udp/239.253.92.95:8122
湖南卫视,http://120.4.2.214:4000/udp/239.253.92.84:8015
浙江卫视,http://120.4.2.214:4000/udp/239.253.92.90:8020
江苏卫视,http://120.4.2.214:4000/udp/239.253.92.88:8018
北京卫视,http://120.4.2.214:4000/udp/239.253.92.87:8014
东南卫视,http://120.4.2.214:4000/udp/239.253.92.201:6146
东方卫视,http://120.4.2.214:4000/udp/239.253.92.89:8019
天津卫视,http://120.4.2.214:4000/udp/239.253.92.91:8021
深圳卫视,http://120.4.2.214:4000/udp/239.253.92.86:8017
山东卫视,http://120.4.2.214:4000/udp/239.253.92.207:8109
广东卫视,http://120.4.2.214:4000/udp/239.253.92.206:8108
黑龙江卫视,http://120.4.2.214:4000/udp/239.253.92.85:8016
辽宁卫视,http://120.4.2.214:4000/udp/239.253.92.115:6056
安徽卫视,http://120.4.2.214:4000/udp/239.253.92.209:6566
湖北卫视,http://120.4.2.214:4000/udp/239.253.92.210:6567
四川卫视,http://120.4.2.214:4000/udp/239.253.92.16:6043
重庆卫视,http://120.4.2.214:4000/udp/239.253.92.10:6053
河南卫视,http://120.4.2.214:4000/udp/239.253.92.137:6144
金鹰纪实,http://120.4.2.214:4000/udp/239.253.92.103:6054
广西卫视,http://120.4.2.214:4000/udp/239.253.92.76:8043
贵州卫视,http://120.4.2.214:4000/udp/239.253.92.105:6055
江西卫视,http://120.4.2.214:4000/udp/239.253.92.19:6145
吉林卫视,http://120.4.2.214:4000/udp/239.253.92.202:6147
海南卫视,http://120.4.2.214:4000/udp/239.253.93.155:6323
BRTV纪实科教,http://120.4.2.214:4000/udp/239.253.93.190:6358
承德新闻综合,http://120.4.2.214:4000/udp/239.253.92.222:8112
承德公共,http://120.4.2.214:4000/udp/239.253.92.223:8113
张家口新闻综合,http://120.4.2.214:4000/udp/239.253.92.225:8115
张家口公共,http://120.4.2.214:4000/udp/239.253.92.226:8116
秦皇岛新闻综合,http://120.4.2.214:4000/udp/239.253.92.52:6021
秦皇岛公共,http://120.4.2.214:4000/udp/239.253.92.53:6022
秦皇岛影视,http://120.4.2.214:4000/udp/239.253.92.54:6023
唐山新闻综合,http://120.4.2.214:4000/udp/239.253.92.245:6089
唐山生活服务,http://120.4.2.214:4000/udp/239.253.92.126:6026
唐山影视,http://120.4.2.214:4000/udp/239.253.92.127:6027
唐山公共,http://120.4.2.214:4000/udp/239.253.92.128:6028
廊坊新闻,http://120.4.2.214:4000/udp/239.253.92.164:6036
廊坊公共,http://120.4.2.214:4000/udp/239.253.92.166:6037
沧州新闻综合,http://120.4.2.214:4000/udp/239.253.92.121:6015
沧州公共,http://120.4.2.214:4000/udp/239.253.92.122:6016
沧州影视娱乐,http://120.4.2.214:4000/udp/239.253.92.123:6017
保定新闻综合,http://120.4.2.214:4000/udp/239.253.93.2:6153
保定公共频道,http://120.4.2.214:4000/udp/239.253.93.4:6157
保定生活健康,http://120.4.2.214:4000/udp/239.253.93.5:6158
衡水新闻综合,http://120.4.2.214:4000/udp/239.253.93.3:6154
衡水公共,http://120.4.2.214:4000/udp/239.253.93.7:6160
邢台综合,http://120.4.2.214:4000/udp/239.253.93.8:6161
邢台城市生活,http://120.4.2.214:4000/udp/239.253.93.10:6163
邯郸新闻综合,http://120.4.2.214:4000/udp/239.253.93.11:6164
邯郸公共,http://120.4.2.214:4000/udp/239.253.93.12:6165
邯郸科技教育,http://120.4.2.214:4000/udp/239.253.93.13:6166
元氏电视,http://120.4.2.214:4000/udp/239.253.92.142:6040
无极电视,http://120.4.2.214:4000/udp/239.253.92.138:6222
高邑电视,http://120.4.2.214:4000/udp/239.253.92.160:6041
栾城电视,http://120.4.2.214:4000/udp/239.253.92.187:6051
井陉矿区电视,http://120.4.2.214:4000/udp/239.253.92.215:6067
赞皇电视,http://120.4.2.214:4000/udp/239.253.92.12:6042
深泽电视,http://120.4.2.214:4000/udp/239.253.94.31:6630
赵县电视,http://120.4.2.214:4000/udp/239.253.93.140:6308
晋州电视,http://120.4.2.214:4000/udp/239.253.93.156:6324
井陉电视,http://120.4.2.214:4000/udp/239.253.93.205:6383
平泉电视,http://120.4.2.214:4000/udp/239.253.92.156:6012
滦平电视,http://120.4.2.214:4000/udp/239.253.92.100:6142
双滦电视,http://120.4.2.214:4000/udp/239.253.92.147:6224
兴隆电视,http://120.4.2.214:4000/udp/239.253.93.104:6271
隆化电视,http://120.4.2.214:4000/udp/239.253.93.174:6342
承德电视,http://120.4.2.214:4000/udp/239.253.94.28:6627
宽城新闻,http://120.4.2.214:4000/udp/239.253.93.117:6019
任县电视,http://120.4.2.214:4000/udp/239.253.93.145:6313
邯山电视,http://120.4.2.214:4000/udp/239.253.93.146:6314
崇礼电视,http://120.4.2.214:4000/udp/239.253.93.147:6315
顺平电视,http://120.4.2.214:4000/udp/239.253.93.148:6316
张北电视,http://120.4.2.214:4000/udp/239.253.93.159:6327
尚义电视,http://120.4.2.214:4000/udp/239.253.93.163:6331
邱县电视,http://120.4.2.214:4000/udp/239.253.93.158:6326
赤城电视,http://120.4.2.214:4000/udp/239.253.93.160:6328
康保电视,http://120.4.2.214:4000/udp/239.253.93.165:6333
遵化电视,http://120.4.2.214:4000/udp/239.253.93.177:6345
昌黎电视,http://120.4.2.214:4000/udp/239.253.92.109:6217
抚宁电视,http://120.4.2.214:4000/udp/239.253.93.201:6379
卢龙电视,http://120.4.2.214:4000/udp/239.253.93.206:6384
丰南电视,http://120.4.2.214:4000/udp/239.253.92.231:6070
迁西电视,http://120.4.2.214:4000/udp/239.253.92.247:6091
滦南电视,http://120.4.2.214:4000/udp/239.253.92.218:6100
玉田电视,http://120.4.2.214:4000/udp/239.253.92.118:6133
滦州电视,http://120.4.2.214:4000/udp/239.253.92.97:6138
香河电视,http://120.4.2.214:4000/udp/239.253.92.185:6049
大城电视,http://120.4.2.214:4000/udp/239.253.92.230:6068
大厂电视,http://120.4.2.214:4000/udp/239.253.92.253:6244
固安电视,http://120.4.2.214:4000/udp/239.253.93.109:6276
文安电视,http://120.4.2.214:4000/udp/239.253.93.111:6278
三河电视,http://120.4.2.214:4000/udp/239.253.93.143:6311
永清电视,http://120.4.2.214:4000/udp/239.253.93.172:6340
成安电视,http://120.4.2.214:4000/udp/239.253.93.178:6346
魏县电视,http://120.4.2.214:4000/udp/239.253.93.185:6353
霸州综合,http://120.4.2.214:4000/udp/239.253.93.209:6387
黄骅电视,http://120.4.2.214:4000/udp/239.253.92.183:6047
东光电视,http://120.4.2.214:4000/udp/239.253.93.96:6262
青县电视,http://120.4.2.214:4000/udp/239.253.93.139:6307
盐山电视,http://120.4.2.214:4000/udp/239.253.93.144:6312
南皮电视,http://120.4.2.214:4000/udp/239.253.93.149:6317
肃宁电视,http://120.4.2.214:4000/udp/239.253.93.152:6320
吴桥电视,http://120.4.2.214:4000/udp/239.253.93.169:6337
丰宁综合,http://120.4.2.214:4000/udp/239.253.93.210:6388
定兴电视,http://120.4.2.214:4000/udp/239.253.93.14:6167
阜平电视,http://120.4.2.214:4000/udp/239.253.93.16:6169
涞水电视,http://120.4.2.214:4000/udp/239.253.93.17:6170
满城电视,http://120.4.2.214:4000/udp/239.253.93.19:6172
涞源电视,http://120.4.2.214:4000/udp/239.253.93.22:6175
高碑店电视,http://120.4.2.214:4000/udp/239.253.93.23:6176
清苑电视,http://120.4.2.214:4000/udp/239.253.93.24:6177
涿州电视,http://120.4.2.214:4000/udp/239.253.93.27:6180
唐县电视,http://120.4.2.214:4000/udp/239.253.93.30:6183
曲阳电视,http://120.4.2.214:4000/udp/239.253.93.31:6184
望都电视,http://120.4.2.214:4000/udp/239.253.93.32:6185
定州电视,http://120.4.2.214:4000/udp/239.253.93.95:6260
高阳电视,http://120.4.2.214:4000/udp/239.253.93.105:6272
安新电视,http://120.4.2.214:4000/udp/239.253.93.107:6274
容城电视,http://120.4.2.214:4000/udp/239.253.93.110:6277
临城电视,http://120.4.2.214:4000/udp/239.253.93.167:6335
柏乡电视,http://120.4.2.214:4000/udp/239.253.93.171:6339
涿鹿电视,http://120.4.2.214:4000/udp/239.253.93.181:6349
徐水电视,http://120.4.2.214:4000/udp/239.253.93.182:6350
大名电视,http://120.4.2.214:4000/udp/239.253.93.186:6354
巨鹿电视,http://120.4.2.214:4000/udp/239.253.92.254:6449
临西电视,http://120.4.2.214:4000/udp/239.253.94.29:6628
冀州电视,http://120.4.2.214:4000/udp/239.253.93.34:6187
安平电视,http://120.4.2.214:4000/udp/239.253.93.36:6189
景县电视,http://120.4.2.214:4000/udp/239.253.93.38:6191
饶阳电视,http://120.4.2.214:4000/udp/239.253.93.40:6193
深州电视,http://120.4.2.214:4000/udp/239.253.93.42:6195
武强电视,http://120.4.2.214:4000/udp/239.253.93.79:6245
阜城电视,http://120.4.2.214:4000/udp/239.253.93.168:6336
故城电视,http://120.4.2.214:4000/udp/239.253.93.161:6329
枣强电视,http://120.4.2.214:4000/udp/239.253.93.166:6334
清河电视,http://120.4.2.214:4000/udp/239.253.93.44:6197
广宗电视,http://120.4.2.214:4000/udp/239.253.93.50:6203
武安电视,http://120.4.2.214:4000/udp/239.253.93.62:6215
宁晋电视,http://120.4.2.214:4000/udp/239.253.93.51:6204
平乡电视,http://120.4.2.214:4000/udp/239.253.93.53:6206
鸡泽电视,http://120.4.2.214:4000/udp/239.253.93.64:6219
隆尧电视,http://120.4.2.214:4000/udp/239.253.93.65:6230
广平电视,http://120.4.2.214:4000/udp/239.253.93.66:6231
南和电视,http://120.4.2.214:4000/udp/239.253.93.80:6246
临漳电视,http://120.4.2.214:4000/udp/239.253.93.84:6250
内丘电视,http://120.4.2.214:4000/udp/239.253.93.102:6268
涉县电视,http://120.4.2.214:4000/udp/239.253.93.106:6273
迁安电视,http://120.4.2.214:4000/udp/239.253.93.113:6280
馆陶电视,http://120.4.2.214:4000/udp/239.253.93.115:6282
乐亭电视,http://120.4.2.214:4000/udp/239.253.93.250:6290
沙河电视,http://120.4.2.214:4000/udp/239.253.93.179:6347
曲周电视,http://120.4.2.214:4000/udp/239.253.93.54:6207
南宫电视,http://120.4.2.214:4000/udp/239.253.93.48:6201
丰润电视,http://120.4.2.214:4000/udp/239.253.92.252:6156
纪实人文,http://120.4.2.214:4000/udp/239.253.92.99:6013
CETV-1,http://120.4.2.214:4000/udp/239.253.92.211:6069
中国交通频道,http://120.4.2.214:4000/udp/239.253.93.189:6357
kaku 少儿,http://120.4.2.214:4000/udp/239.253.92.162:8054
金鹰卡通,http://120.4.2.214:4000/udp/239.253.92.163:8055
嘉佳卡通,http://120.4.2.214:4000/udp/239.253.93.203:6381
优漫卡通,http://120.4.2.214:4000/udp/239.253.93.204:6382
山东教育,http://120.4.2.214:4000/udp/239.253.92.106:6135
兵团卫视,http://120.4.2.214:4000/udp/239.253.93.176:6344
百姓健康,http://120.4.2.214:4000/udp/239.253.92.199:6568
证券服务,http://120.4.2.214:4000/udp/239.253.92.124:6569
第一剧场,http://120.4.2.214:4000/udp/239.253.92.18:6079
风云剧场,http://120.4.2.214:4000/udp/239.253.92.22:6073
怀旧剧场,http://120.4.2.214:4000/udp/239.253.92.98:6120
风云音乐,http://120.4.2.214:4000/udp/239.253.92.111:8060
风云足球,http://120.4.2.214:4000/udp/239.253.92.110:8061
高尔夫网球,http://120.4.2.214:4000/udp/239.253.92.117:8062
武术世界,http://120.4.2.214:4000/udp/239.253.92.141:8064
兵器科技,http://120.4.2.214:4000/udp/239.253.92.119:8065
世界地理,http://120.4.2.214:4000/udp/239.253.92.113:8066
老故事,http://120.4.2.214:4000/udp/239.253.92.132:8068
环球奇观,http://120.4.2.214:4000/udp/239.253.92.130:8069
文物宝库,http://120.4.2.214:4000/udp/239.253.92.159:8070
国学,http://120.4.2.214:4000/udp/239.253.92.158:8071
女性时尚,http://120.4.2.214:4000/udp/239.253.92.249:6103
文化精品,http://120.4.2.214:4000/udp/239.253.92.25:6104
早期教育,http://120.4.2.214:4000/udp/239.253.92.39:6107
梨园,http://120.4.2.214:4000/udp/239.253.92.152:8086
汽摩,http://120.4.2.214:4000/udp/239.253.92.46:6110
CETV-2,http://120.4.2.214:4000/udp/239.253.92.108:6136
CETV-4,http://120.4.2.214:4000/udp/239.253.92.200:6137
中学生,http://120.4.2.214:4000/udp/239.253.92.27:6106
新动漫,http://120.4.2.214:4000/udp/239.253.93.217:6395
先锋乒羽,http://120.4.2.214:4000/udp/239.253.93.219:6397
发现之旅,http://120.4.2.214:4000/udp/239.253.94.30:6629
环球旅游,http://120.4.2.214:4000/udp/239.253.93.220:6398
欢笑剧场4K,http://120.4.2.214:4000/udp/239.253.93.223:6401
乐游,http://120.4.2.214:4000/udp/239.253.93.224:6402
动漫秀场,http://120.4.2.214:4000/udp/239.253.93.225:6403
生活时尚,http://120.4.2.214:4000/udp/239.253.93.226:6404
都市剧场,http://120.4.2.214:4000/udp/239.253.93.227:6405
天元围棋,http://120.4.2.214:4000/udp/239.253.93.211:6389
书画,http://120.4.2.214:4000/udp/239.253.93.214:6392
摄影,http://120.4.2.214:4000/udp/239.253.93.215:6393
央视台球,http://120.4.2.214:4000/udp/239.253.93.231:6409
求索纪录,http://120.4.2.214:4000/udp/239.253.93.236:6414
东方财经,http://120.4.2.214:4000/udp/239.253.93.239:6417
金色学堂,http://120.4.2.214:4000/udp/239.253.93.240:6418
法治天地,http://120.4.2.214:4000/udp/239.253.93.241:6419
中华特产,http://120.4.2.214:4000/udp/239.253.93.242:6420
四海钓鱼,http://120.4.2.214:4000/udp/239.253.93.243:6421
优优宝贝,http://120.4.2.214:4000/udp/239.253.93.244:6422
生态环境,http://120.4.2.214:4000/udp/239.253.93.245:6423
家庭理财,http://120.4.2.214:4000/udp/239.253.93.246:6424
财富天下,http://120.4.2.214:4000/udp/239.253.93.247:6425
中华美食,http://120.4.2.214:4000/udp/239.253.93.248:6426
第一剧场,http://120.4.2.214:4000/udp/239.253.93.138:6428
风云剧场,http://120.4.2.214:4000/udp/239.253.93.251:6429
怀旧剧场,http://120.4.2.214:4000/udp/239.253.93.252:6430
风云音乐,http://120.4.2.214:4000/udp/239.253.93.253:6431
风云足球,http://120.4.2.214:4000/udp/239.253.93.254:6432
高尔夫网球,http://120.4.2.214:4000/udp/239.253.93.122:6465
武术世界,http://120.4.2.214:4000/udp/239.253.93.46:6434
兵器科技,http://120.4.2.214:4000/udp/239.253.93.47:6435
世界地理,http://120.4.2.214:4000/udp/239.253.92.131:6113
文物宝库,http://120.4.2.214:4000/udp/239.253.93.180:6437
女性时尚,http://120.4.2.214:4000/udp/239.253.92.144:6114
文化精品,http://120.4.2.214:4000/udp/239.253.93.175:6439
早期教育,http://120.4.2.214:4000/udp/239.253.93.164:6440
梨园,http://120.4.2.214:4000/udp/239.253.93.133:6441
CCTV-4K,http://120.4.2.214:4000/udp/239.253.93.134:6631
CCTV-4 欧洲,http://120.4.2.214:4000/udp/239.253.93.192:6370
CCTV-4 美洲,http://120.4.2.214:4000/udp/239.253.93.193:6371
CGTN 英文记录,http://120.4.2.214:4000/udp/239.253.93.195:6373
CGTN 西班牙语,http://120.4.2.214:4000/udp/239.253.93.196:6374
CGTN 法语,http://120.4.2.214:4000/udp/239.253.93.197:6375
CGTN 阿拉伯语,http://120.4.2.214:4000/udp/239.253.93.198:6376
CGTN 俄语,http://120.4.2.214:4000/udp/239.253.93.199:6377
慢直播1,http://120.4.2.214:4000/udp/239.253.94.1:6600
慢直播2,http://120.4.2.214:4000/udp/239.253.94.2:6601
慢直播3,http://120.4.2.214:4000/udp/239.253.94.3:6602
慢直播4,http://120.4.2.214:4000/udp/239.253.94.4:6603
慢直播5,http://120.4.2.214:4000/udp/239.253.94.5:6604
慢直播6,http://120.4.2.214:4000/udp/239.253.94.6:6605
慢直播7,http://120.4.2.214:4000/udp/239.253.94.7:6606
慢直播8,http://120.4.2.214:4000/udp/239.253.94.8:6607
慢直播9,http://120.4.2.214:4000/udp/239.253.94.9:6608
慢直播10,http://120.4.2.214:4000/udp/239.253.94.10:6609
慢直播11,http://120.4.2.214:4000/udp/239.253.94.11:6610
慢直播12,http://120.4.2.214:4000/udp/239.253.94.12:6611
慢直播13,http://120.4.2.214:4000/udp/239.253.94.13:6612
慢直播14,http://120.4.2.214:4000/udp/239.253.94.14:6613
慢直播15,http://120.4.2.214:4000/udp/239.253.94.15:6614
慢直播16,http://120.4.2.214:4000/udp/239.253.94.16:6615
慢直播17,http://120.4.2.214:4000/udp/239.253.94.17:6616
慢直播18,http://120.4.2.214:4000/udp/239.253.94.18:6617
慢直播19,http://120.4.2.214:4000/udp/239.253.94.19:6618
慢直播20,http://120.4.2.214:4000/udp/239.253.94.20:6619
慢直播21,http://120.4.2.214:4000/udp/239.253.94.21:6620
慢直播22,http://120.4.2.214:4000/udp/239.253.94.22:6621
慢直播23,http://120.4.2.214:4000/udp/239.253.94.23:6622
慢直播24,http://120.4.2.214:4000/udp/239.253.94.24:6623
慢直播九屏1,http://120.4.2.214:4000/udp/239.253.94.25:6624
慢直播九屏2,http://120.4.2.214:4000/udp/239.253.94.26:6625
慢直播九屏3,http://120.4.2.214:4000/udp/239.253.94.27:6626
4K频道,http://120.4.2.214:4000/udp/239.253.92.114:6187
羽毛球专区,http://120.4.2.214:4000/udp/239.253.93.202:6380
点掌财经专区,http://120.4.2.214:4000/udp/239.253.92.236:6448
主视角-4K,http://120.4.2.214:4000/udp/239.253.93.123:6291
主视角-,http://120.4.2.214:4000/udp/239.253.93.124:6292
辅视角1-,http://120.4.2.214:4000/udp/239.253.93.125:6293
辅视角 2-,http://120.4.2.214:4000/udp/239.253.93.126:6294
辅视角 3-,http://120.4.2.214:4000/udp/239.253.93.127:6295
主视角-标清,http://120.4.2.214:4000/udp/239.253.93.128:6296
辅视角 1-标清,http://120.4.2.214:4000/udp/239.253.93.129:6297
辅视角 2-标清,http://120.4.2.214:4000/udp/239.253.93.130:6298
辅视角 3-标清,http://120.4.2.214:4000/udp/239.253.93.131:6299
临时直播频道2,http://120.4.2.214:4000/udp/239.253.92.21:6226
临时直播频道3,http://120.4.2.214:4000/udp/239.253.92.216:6227
临时直播频道4,http://120.4.2.214:4000/udp/239.253.92.219:6228
临时直播频道5,http://120.4.2.214:4000/udp/239.253.92.220:6229
九屏直播频道,http://120.4.2.214:4000/udp/239.253.92.203:6150
临时直播,http://120.4.2.214:4000/udp/239.253.92.116:6029
党教,http://120.4.2.214:4000/udp/239.253.92.125:6024
河北卫视,http://121.17.146.174:2022/udp/239.253.92.154:6011
河北经济生活,http://121.17.146.174:2022/udp/239.253.92.171:6001
河北都市,http://121.17.146.174:2022/udp/239.253.92.172:6002
河北影视剧,http://121.17.146.174:2022/udp/239.253.92.173:6003
河北少儿科教,http://121.17.146.174:2022/udp/239.253.92.174:6004
河北公共,http://121.17.146.174:2022/udp/239.253.92.175:6005
河北农民,http://121.17.146.174:2022/udp/239.253.92.176:6006
CCTV-1,http://121.17.146.174:2022/udp/239.253.92.83:8012
CCTV-2,http://121.17.146.174:2022/udp/239.253.92.190:6065
CCTV-3,http://121.17.146.174:2022/udp/239.253.92.191:6057
CCTV-4,http://121.17.146.174:2022/udp/239.253.92.251:6141
CCTV-5,http://121.17.146.174:2022/udp/239.253.92.181:6046
CCTV-6,http://121.17.146.174:2022/udp/239.253.92.193:6058
CCTV-7,http://121.17.146.174:2022/udp/239.253.92.194:6059
CCTV-8,http://121.17.146.174:2022/udp/239.253.92.195:6060
CCTV-9,http://121.17.146.174:2022/udp/239.253.92.107:6020
CCTV-10,http://121.17.146.174:2022/udp/239.253.92.196:6061
CCTV-11,http://121.17.146.174:2022/udp/239.253.93.153:6321
CCTV-12,http://121.17.146.174:2022/udp/239.253.92.197:6062
CCTV-13,http://121.17.146.174:2022/udp/239.253.92.13:8008
CCTV-14,http://121.17.146.174:2022/udp/239.253.92.198:6063
CCTV-15,http://121.17.146.174:2022/udp/239.253.93.154:6322
CCTV-17,http://121.17.146.174:2022/udp/239.253.93.150:6318
CCTV-5+,http://121.17.146.174:2022/udp/239.253.92.82:8013
CGTN国际,http://121.17.146.174:2022/udp/239.253.92.15:8011
睛彩河北,http://121.17.146.174:2022/udp/239.253.92.104:6221
石家庄综合,http://121.17.146.174:2022/udp/239.253.92.149:6035
石家庄娱乐,http://121.17.146.174:2022/udp/239.253.92.93:8120
石家庄生活,http://121.17.146.174:2022/udp/239.253.92.94:8121
石家庄都市,http://121.17.146.174:2022/udp/239.253.92.95:8122
湖南卫视,http://121.17.146.174:2022/udp/239.253.92.84:8015
浙江卫视,http://121.17.146.174:2022/udp/239.253.92.90:8020
江苏卫视,http://121.17.146.174:2022/udp/239.253.92.88:8018
北京卫视,http://121.17.146.174:2022/udp/239.253.92.87:8014
东南卫视,http://121.17.146.174:2022/udp/239.253.92.201:6146
东方卫视,http://121.17.146.174:2022/udp/239.253.92.89:8019
天津卫视,http://121.17.146.174:2022/udp/239.253.92.91:8021
深圳卫视,http://121.17.146.174:2022/udp/239.253.92.86:8017
山东卫视,http://121.17.146.174:2022/udp/239.253.92.207:8109
广东卫视,http://121.17.146.174:2022/udp/239.253.92.206:8108
黑龙江卫视,http://121.17.146.174:2022/udp/239.253.92.85:8016
辽宁卫视,http://121.17.146.174:2022/udp/239.253.92.115:6056
安徽卫视,http://121.17.146.174:2022/udp/239.253.92.209:6566
湖北卫视,http://121.17.146.174:2022/udp/239.253.92.210:6567
四川卫视,http://121.17.146.174:2022/udp/239.253.92.16:6043
重庆卫视,http://121.17.146.174:2022/udp/239.253.92.10:6053
河南卫视,http://121.17.146.174:2022/udp/239.253.92.137:6144
金鹰纪实,http://121.17.146.174:2022/udp/239.253.92.103:6054
广西卫视,http://121.17.146.174:2022/udp/239.253.92.76:8043
贵州卫视,http://121.17.146.174:2022/udp/239.253.92.105:6055
江西卫视,http://121.17.146.174:2022/udp/239.253.92.19:6145
吉林卫视,http://121.17.146.174:2022/udp/239.253.92.202:6147
海南卫视,http://121.17.146.174:2022/udp/239.253.93.155:6323
BRTV纪实科教,http://121.17.146.174:2022/udp/239.253.93.190:6358
承德新闻综合,http://121.17.146.174:2022/udp/239.253.92.222:8112
承德公共,http://121.17.146.174:2022/udp/239.253.92.223:8113
张家口新闻综合,http://121.17.146.174:2022/udp/239.253.92.225:8115
张家口公共,http://121.17.146.174:2022/udp/239.253.92.226:8116
秦皇岛新闻综合,http://121.17.146.174:2022/udp/239.253.92.52:6021
秦皇岛公共,http://121.17.146.174:2022/udp/239.253.92.53:6022
秦皇岛影视,http://121.17.146.174:2022/udp/239.253.92.54:6023
唐山新闻综合,http://121.17.146.174:2022/udp/239.253.92.245:6089
唐山生活服务,http://121.17.146.174:2022/udp/239.253.92.126:6026
唐山影视,http://121.17.146.174:2022/udp/239.253.92.127:6027
唐山公共,http://121.17.146.174:2022/udp/239.253.92.128:6028
廊坊新闻,http://121.17.146.174:2022/udp/239.253.92.164:6036
廊坊公共,http://121.17.146.174:2022/udp/239.253.92.166:6037
沧州新闻综合,http://121.17.146.174:2022/udp/239.253.92.121:6015
沧州公共,http://121.17.146.174:2022/udp/239.253.92.122:6016
沧州影视娱乐,http://121.17.146.174:2022/udp/239.253.92.123:6017
保定新闻综合,http://121.17.146.174:2022/udp/239.253.93.2:6153
保定公共频道,http://121.17.146.174:2022/udp/239.253.93.4:6157
保定生活健康,http://121.17.146.174:2022/udp/239.253.93.5:6158
衡水新闻综合,http://121.17.146.174:2022/udp/239.253.93.3:6154
衡水公共,http://121.17.146.174:2022/udp/239.253.93.7:6160
邢台综合,http://121.17.146.174:2022/udp/239.253.93.8:6161
邢台城市生活,http://121.17.146.174:2022/udp/239.253.93.10:6163
邯郸新闻综合,http://121.17.146.174:2022/udp/239.253.93.11:6164
邯郸公共,http://121.17.146.174:2022/udp/239.253.93.12:6165
邯郸科技教育,http://121.17.146.174:2022/udp/239.253.93.13:6166
元氏电视,http://121.17.146.174:2022/udp/239.253.92.142:6040
无极电视,http://121.17.146.174:2022/udp/239.253.92.138:6222
高邑电视,http://121.17.146.174:2022/udp/239.253.92.160:6041
栾城电视,http://121.17.146.174:2022/udp/239.253.92.187:6051
井陉矿区电视,http://121.17.146.174:2022/udp/239.253.92.215:6067
赞皇电视,http://121.17.146.174:2022/udp/239.253.92.12:6042
深泽电视,http://121.17.146.174:2022/udp/239.253.94.31:6630
赵县电视,http://121.17.146.174:2022/udp/239.253.93.140:6308
晋州电视,http://121.17.146.174:2022/udp/239.253.93.156:6324
井陉电视,http://121.17.146.174:2022/udp/239.253.93.205:6383
平泉电视,http://121.17.146.174:2022/udp/239.253.92.156:6012
滦平电视,http://121.17.146.174:2022/udp/239.253.92.100:6142
