浙江金华,#genre#
CCTV11-戏曲,http://113.57.103.216:9000/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://113.57.103.216:9000/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://113.57.103.216:9000/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://113.57.103.216:9000/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://113.57.103.216:9000/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://113.57.103.216:9000/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://113.57.103.216:9000/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://113.57.103.216:9000/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://113.57.103.216:9000/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://113.57.103.216:9000/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://113.57.103.216:9000/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://113.57.103.216:9000/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://113.57.103.216:9000/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://113.57.103.216:9000/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://113.57.103.216:9000/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://113.57.103.216:9000/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://113.57.103.216:9000/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://113.57.103.216:9000/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
BTV卡通,http://113.57.103.216:9000/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://113.57.103.216:9000/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://113.57.103.216:9000/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视,http://113.57.103.216:9000/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://113.57.103.216:9000/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://113.57.103.216:9000/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://113.57.103.216:9000/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://113.57.103.216:9000/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://113.57.103.216:9000/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
湖北垄上,http://113.57.103.216:9000/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
湖北影视,http://113.57.103.216:9000/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
湖北经视,http://113.57.103.216:9000/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://113.57.21.233:8666/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://113.57.21.233:8666/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://113.57.21.233:8666/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://113.57.21.233:8666/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://113.57.21.233:8666/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://113.57.21.233:8666/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://113.57.21.233:8666/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://113.57.21.233:8666/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://113.57.21.233:8666/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://113.57.21.233:8666/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://113.57.21.233:8666/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://113.57.21.233:8666/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://113.57.21.233:8666/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://113.57.21.233:8666/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://113.57.21.233:8666/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://113.57.21.233:8666/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-NEWS,http://113.57.21.233:8666/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://113.57.21.233:8666/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://113.57.21.233:8666/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://113.57.21.233:8666/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://113.57.21.233:8666/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://113.57.21.233:8666/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
中国教育,http://113.57.21.233:8666/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://113.57.21.233:8666/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://113.57.21.233:8666/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://113.57.21.233:8666/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://113.57.21.233:8666/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://113.57.21.233:8666/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://113.57.21.233:8666/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://113.57.21.233:8666/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://113.57.21.233:8666/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
BTV卡通,http://113.57.21.233:8666/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://113.57.21.233:8666/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://113.57.21.233:8666/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视,http://113.57.21.233:8666/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://113.57.21.233:8666/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://113.57.21.233:8666/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://113.57.21.233:8666/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://113.57.21.233:8666/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://113.57.21.233:8666/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://113.57.21.233:8666/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
经典电影,http://113.57.21.233:8666/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://113.57.21.233:8666/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://113.57.21.233:8666/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
湖北垄上,http://113.57.21.233:8666/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
湖北影视,http://113.57.21.233:8666/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
湖北经视,http://113.57.21.233:8666/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
足球频道,http://113.57.21.233:8666/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
电视剧,http://113.57.21.233:8666/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
IPTV,http://113.57.21.233:8666/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0

广西酒店,#genre#
自办节目,http://111.59.63.32:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
广西公共大新,http://111.59.63.32:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
崇左综合频道,http://111.59.63.32:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://111.59.63.32:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广西综艺,http://111.59.63.32:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
广西都市,http://111.59.63.32:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
广西影视,http://111.59.63.32:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
广西新闻,http://111.59.63.32:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://111.59.63.32:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://111.59.63.32:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://111.59.63.32:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://111.59.63.32:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://111.59.63.32:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://111.59.63.32:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://111.59.63.32:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://111.59.63.32:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://111.59.63.32:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://111.59.63.32:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://111.59.63.32:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://111.59.63.32:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://111.59.63.32:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://111.59.63.32:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://111.59.63.32:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-农业农村,http://111.59.63.32:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
中国教育,http://111.59.63.32:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://111.59.63.32:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://111.59.63.32:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://111.59.63.32:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://111.59.63.32:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://111.59.63.32:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://111.59.63.32:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.59.63.32:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://111.59.63.32:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://111.59.63.32:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://111.59.63.32:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.59.63.32:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://111.59.63.32:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://111.59.63.32:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://111.59.63.32:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://111.59.63.32:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://111.59.63.32:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.59.63.32:9901/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://111.59.63.32:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://111.59.63.32:9901/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://111.59.63.32:9901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://111.59.63.32:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://111.59.63.32:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.59.63.32:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0

电信频道,#genre#
CCTV01,http://222.89.107.42:9876/tsfile/live/0001_1.m3u8
CCTV02,http://222.89.107.42:9876/tsfile/live/0002_1.m3u8
CCTV03,http://222.89.107.42:9876/tsfile/live/0003_1.m3u8
CCTV04,http://222.89.107.42:9876/tsfile/live/0004_1.m3u8
CCTV05http://222.89.107.42:9876/tsfile/live/0017_1.m3u8
CCTV06,http://222.89.107.42:9876/tsfile/live/0006_1.m3u8
CCTV07,http://222.89.107.42:9876/tsfile/live/0007_1.m3u8
CCTV08,http://222.89.107.42:9876/tsfile/live/0008_1.m3u8
CCTV09,http://222.89.107.42:9876/tsfile/live/0009_1.m3u8
CCTV10,http://222.89.107.42:9876/tsfile/live/0010_1.m3u8
CCTV11,http://222.89.107.42:9876/tsfile/live/0011_1.m3u8
CCTV12,http://222.89.107.42:9876/tsfile/live/0012_1.m3u8
CCTV13,http://222.89.107.42:9876/tsfile/live/0013_1.m3u8
CCTV14,http://222.89.107.42:9876/tsfile/live/0014_1.m3u8
CCTV15,http://222.89.107.42:9876/tsfile/live/0015_1.m3u8

CCTV01,http://124.115.205.101:8888/newlive/live/hls/2/live.m3u8
CCTV02,http://124.115.205.101:8888/newlive/live/hls/3/live.m3u8
CCTV03,http://124.115.205.101:8888/newlive/live/hls/4/live.m3u8
CCTV04,http://124.115.205.101:8888/newlive/live/hls/5/live.m3u8
CCTV05,http://124.115.205.101:8888/newlive/live/hls/6/live.m3u8
CCTV+5,http://124.115.205.101:8888/newlive/live/hls/7/live.m3u8
CCTV06,http://124.115.205.101:8888/newlive/live/hls/8/live.m3u8
CCTV07,http://124.115.205.101:8888/newlive/live/hls/9/live.m3u8
CCTV08,http://124.115.205.101:8888/newlive/live/hls/10/live.m3u8
CCTV09,http://124.115.205.101:8888/newlive/live/hls/11/live.m3u8
CCTV10,http://124.115.205.101:8888/newlive/live/hls/12/live.m3u8
CCTV11,http://124.115.205.101:8888/newlive/live/hls/13/live.m3u8
CCTV12,http://124.115.205.101:8888/newlive/live/hls/14/live.m3u8
CCTV13,http://124.115.205.101:8888/newlive/live/hls/15/live.m3u8
CCTV14,http://124.115.205.101:8888/newlive/live/hls/16/live.m3u8
CCTV15,http://124.115.205.101:8888/newlive/live/hls/17/live.m3u8

CCTV01,http://219.135.208.218:8083/tsfile/live/0001_1.m3u8
CCTV02,http://219.135.208.218:8083/tsfile/live/0002_1.m3u8
CCTV03,http://219.135.208.218:8083/tsfile/live/0003_1.m3u8
CCTV04,http://219.135.208.218:8083/tsfile/live/0004_1.m3u8
CCTV05,http://219.135.208.218:8083/tsfile/live/0005_1.m3u8
CCTV5+,http://219.135.208.218:8083/tsfile/live/0016_1.m3u8
CCTV06,http://219.135.208.218:8083/tsfile/live/0006_1.m3u8
CCTV07,http://219.135.208.218:8083/tsfile/live/0007_1.m3u8
CCTV08,http://219.135.208.218:8083/tsfile/live/0008_1.m3u8
CCTV09,http://219.135.208.218:8083/tsfile/live/0009_1.m3u8
CCTV10,http://219.135.208.218:8083/tsfile/live/0010_1.m3u8
CCTV11,http://219.135.208.218:8083/tsfile/live/0011_1.m3u8
CCTV12,http://219.135.208.218:8083/tsfile/live/0012_1.m3u8
CCTV13,http://219.135.208.218:8083/tsfile/live/0013_1.m3u8
CCTV14,http://219.135.208.218:8083/tsfile/live/0014_1.m3u8
CCTV15,http://219.135.208.218:8083/tsfile/live/0015_1.m3u8

河南新闻,http://222.89.107.42:9876/tsfile/live/0139_1.m3u8
河南卫视,http://222.89.107.42:9876/tsfile/live/0128_1.m3u8
江苏卫视,http://222.89.107.42:9876/tsfile/live/0127_1.m3u8
浙江卫视,http://222.89.107.42:9876/tsfile/live/0124_1.m3u8
北京卫视,http://222.89.107.42:9876/tsfile/live/0122_1.m3u8
天津卫视,http://222.89.107.42:9876/tsfile/live/0135_1.m3u8
山东卫视,http://222.89.107.42:9876/tsfile/live/0131_1.m3u8
安徽卫视,http://222.89.107.42:9876/tsfile/live/0130_1.m3u8
深圳卫视,http://222.89.107.42:9876/tsfile/live/0126_1.m3u8
河北卫视,http://222.89.107.42:9876/tsfile/live/0132_1.m3u8
黑龙江卫,http://222.89.107.42:9876/tsfile/live/0143_1.m3u8
江西卫视,http://222.89.107.42:9876/tsfile/live/0138_1.m3u8
四川卫视,http://222.89.107.42:9876/tsfile/live/0123_1.m3u8
云南卫视,http://222.89.107.42:9876/tsfile/live/0119_1.m3u8
贵州卫视,http://222.89.107.42:9876/tsfile/live/0120_1.m3u8
辽宁卫视,http://222.89.107.42:9876/tsfile/live/0121_1.m3u8
东方卫视,http://222.89.107.42:9876/tsfile/live/0137_1.m3u8
重庆卫视,http://222.89.107.42:9876/tsfile/live/0142_1.m3u8
广东卫视,http://222.89.107.42:9876/tsfile/live/0125_1.m3u8
广西卫视,http://222.89.107.42:9876/tsfile/live/0113_1.m3u8
海南卫视,http://222.89.107.42:9876/tsfile/live/1000_1.m3u8
吉林卫视,http://222.89.107.42:9876/tsfile/live/0116_1.m3u8
山西卫视,http://222.89.107.42:9876/tsfile/live/0118_1.m3u8
陕西卫视,http://222.89.107.42:9876/tsfile/live/0136_1.m3u8
甘肃卫视,http://222.89.107.42:9876/tsfile/live/0141_1.m3u8
宁夏卫视,http://222.89.107.42:9876/tsfile/live/0112_1.m3u8
青海卫视,http://222.89.107.42:9876/tsfile/live/0140_1.m3u8
内蒙古卫,http://222.89.107.42:9876/tsfile/live/0109_1.m3u8
西藏卫视,http://222.89.107.42:9876/tsfile/live/0111_1.m3u8
新疆卫视,http://222.89.107.42:9876/tsfile/live/0110_1.m3u8
开封新闻,http://222.89.107.42:9876/tsfile/live/0139_1.m3u8
开封公共,http://222.89.107.42:9876/tsfile/live/0017_1.m3u8
卡酷动画,http://222.89.107.42:9876/tsfile/live/0017_1.m3u8
金鹰卡通,http://222.89.107.42:9876/tsfile/live/0018_1.m3u8
嘉佳卡通,http://222.89.107.42:9876/tsfile/live/0018_1.m3u8
炫动卡通,http://222.89.107.42:9876/tsfile/live/0017_1.m3u8
美食汇台,http://222.89.107.42:9876/tsfile/live/0017_1.m3u8
百姓调解,http://222.89.107.42:9876/tsfile/live/0017_1.m3u8
河南都市,http://222.89.107.42:9876/tsfile/live/0139_1.m3u8
河南民生,http://222.89.107.42:9876/tsfile/live/0139_1.m3u8
河南法制,http://222.89.107.42:9876/tsfile/live/0139_1.m3u8
河南公共,http://222.89.107.42:9876/tsfile/live/0139_1.m3u8
河南梨园,http://222.89.107.42:9876/tsfile/live/0139_1.m3u8
河南电视,http://222.89.107.42:9876/tsfile/live/0139_1.m3u8

东方卫视,http://180.174.54.152:8801/tsfile/live/0107_1.m3u8?key=txiptv
浙江卫视,http://180.174.54.152:8801/tsfile/live/0124_1.m3u8?key=txiptv
江苏卫视,http://180.174.54.152:8801/tsfile/live/0127_1.m3u8?key=txiptv
湖南卫视,http://180.174.54.152:8801/tsfile/live/0128_1.m3u8?key=txiptv
北京卫视,http://180.174.54.152:8801/tsfile/live/0122_1.m3u8?key=txiptv
广东卫视,http://180.174.54.152:8801/tsfile/live/0125_1.m3u8?key=txiptv
深圳卫视,http://180.174.54.152:8801/tsfile/live/0126_1.m3u8?key=txiptv
山东卫视,http://180.174.54.152:8801/tsfile/live/0131_1.m3u8?key=txiptv
湖北卫视,http://180.174.54.152:8801/tsfile/live/0132_1.m3u8?key=txiptv
安徽卫视,http://180.174.54.152:8801/tsfile/live/0130_1.m3u8?key=txiptv
东南卫视,http://180.174.54.152:8801/tsfile/live/0137_1.m3u8?key=txiptv
江西卫视,http://180.174.54.152:8801/tsfile/live/0138_1.m3u8?key=txiptv
辽宁卫视,http://180.174.54.152:8801/tsfile/live/0121_1.m3u8?key=txiptv
天津卫视,http://180.174.54.152:8801/tsfile/live/0135_1.m3u8?key=txiptv
四川卫视,http://180.174.54.152:8801/tsfile/live/0123_1.m3u8?key=txiptv
重庆卫视,http://180.174.54.152:8801/tsfile/live/0142_1.m3u8?key=txiptv
贵州卫视,http://180.174.54.152:8801/tsfile/live/0120_1.m3u8?key=txiptv
宁夏卫视,http://180.174.54.152:8801/tsfile/live/0112_1.m3u8?key=txiptv
旅游卫视,http://180.174.54.152:8801/tsfile/live/0114_1.m3u8?key=txiptv
广西卫视,http://180.174.54.152:8801/tsfile/live/0113_1.m3u8?key=txiptv
吉林卫视,http://180.174.54.152:8801/tsfile/live/0116_1.m3u8?key=txiptv
陕西卫视,http://180.174.54.152:8801/tsfile/live/0136_1.m3u8?key=txiptv
河北卫视,http://180.174.54.152:8801/tsfile/live/0117_1.m3u8?key=txiptv
河南卫视,http://180.174.54.152:8801/tsfile/live/0139_1.m3u8?key=txiptv
青海卫视,http://180.174.54.152:8801/tsfile/live/0140_1.m3u8?key=txiptv
西藏卫视,http://180.174.54.152:8801/tsfile/live/0111_1.m3u8?key=txiptv
云南卫视,http://180.174.54.152:8801/tsfile/live/0119_1.m3u8?key=txiptv
甘肃卫视,http://180.174.54.152:8801/tsfile/live/0141_1.m3u8?key=txiptv
新疆卫视,http://180.174.54.152:8801/tsfile/live/0110_1.m3u8?key=txiptv
兵团卫视,http://180.174.54.152:8801/tsfile/live/0115_1.m3u8?key=txiptv
三沙卫视,http://180.174.54.152:8801/tsfile/live/1000_1.m3u8?key=txiptv
内蒙古视,http://180.174.54.152:8801/tsfile/live/0109_1.m3u8?key=txiptv
黑龙江视,http://180.174.54.152:8801/tsfile/live/0143_1.m3u8?key=txiptv
五星体育,http://180.174.54.152:8801/tsfile/live/1005_1.m3u8?key=txiptv
电视剧台,http://180.174.54.152:8801/tsfile/live/1006_1.m3u8?key=txiptv
东方影院,http://180.174.54.152:8801/tsfile/live/1007_1.m3u8?key=txiptv

浙江电信,http://124.115.205.101:8888/newlive/live/hls/22/live.m3u8
江苏电信,http://124.115.205.101:8888/newlive/live/hls/23/live.m3u8
湖南电信,http://124.115.205.101:8888/newlive/live/hls/24/live.m3u8
河南电信,http://124.115.205.101:8888/newlive/live/hls/25/live.m3u8
湖北电信,http://124.115.205.101:8888/newlive/live/hls/26/live.m3u8
重庆电信,http://124.115.205.101:8888/newlive/live/hls/50/live.m3u8
天津电信,http://124.115.205.101:8888/newlive/live/hls/51/live.m3u8
东南电信,http://124.115.205.101:8888/newlive/live/hls/52/live.m3u8
广东电信,http://124.115.205.101:8888/newlive/live/hls/39/live.m3u8
深圳电信,http://124.115.205.101:8888/newlive/live/hls/40/live.m3u8
黑龙江电,http://124.115.205.101:8888/newlive/live/hls/41/live.m3u8
山东电信,http://124.115.205.101:8888/newlive/live/hls/42/live.m3u8
四川电信,http://124.115.205.101:8888/newlive/live/hls/43/live.m3u8
安徽电信,http://124.115.205.101:8888/newlive/live/hls/44/live.m3u8
山西电信,http://124.115.205.101:8888/newlive/live/hls/27/live.m3u8
甘肃电信,http://124.115.205.101:8888/newlive/live/hls/28/live.m3u8
宁夏电信,http://124.115.205.101:8888/newlive/live/hls/29/live.m3u8
海南电信,http://124.115.205.101:8888/newlive/live/hls/30/live.m3u8
广西电信,http://124.115.205.101:8888/newlive/live/hls/31/live.m3u8
青海电信,http://124.115.205.101:8888/newlive/live/hls/32/live.m3u8
西藏电信,http://124.115.205.101:8888/newlive/live/hls/33/live.m3u8
内蒙古电,http://124.115.205.101:8888/newlive/live/hls/34/live.m3u8
新疆电信,http://124.115.205.101:8888/newlive/live/hls/35/live.m3u8
云南电信,http://124.115.205.101:8888/newlive/live/hls/36/live.m3u8
厦门电信,http://124.115.205.101:8888/newlive/live/hls/37/live.m3u8
兵团电信,http://124.115.205.101:8888/newlive/live/hls/38/live.m3u8
新闻电信,http://124.115.205.101:8888/newlive/live/hls/45/live.m3u8
都市电信,http://124.115.205.101:8888/newlive/live/hls/46/live.m3u8
生活电信,http://124.115.205.101:8888/newlive/live/hls/47/live.m3u8
影院电信,http://124.115.205.101:8888/newlive/live/hls/48/live.m3u8
公共电信,http://124.115.205.101:8888/newlive/live/hls/49/live.m3u8

重庆酒店,#genre#
CCTV1-综合,http://183.66.49.230:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://183.66.49.230:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://183.66.49.230:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://183.66.49.230:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://183.66.49.230:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://183.66.49.230:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://183.66.49.230:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://183.66.49.230:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://183.66.49.230:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://183.66.49.230:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://183.66.49.230:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://183.66.49.230:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://183.66.49.230:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://183.66.49.230:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
